起报时间,预报时间,实际功率(MW),XGBoost 预测功率(MW),误差
2019/06/10/00:00,2019/06/10/05:30,6.12208,6.25954687217564,0.13746687217564
2019/06/10/00:00,2019/06/10/05:45,8.27397035,8.37319799916405,0.0992276491640495
2019/06/10/00:00,2019/06/10/06:00,8.27397035,7.79527687439667,-0.4786934756033307
2019/06/10/00:00,2019/06/10/06:15,8.27397035,7.6537313164259615,-0.6202390335740393
2019/06/10/00:00,2019/06/10/06:30,8.27397035,8.370346697671279,0.0963763476712777
2019/06/10/00:00,2019/06/10/06:45,8.27397035,8.502010640123151,0.2280402901231504
2019/06/10/00:00,2019/06/10/07:00,8.27397035,8.168417155177671,-0.1055531948223293
2019/06/10/00:00,2019/06/10/07:15,8.27397035,7.797433281968161,-0.4765370680318401
2019/06/10/00:00,2019/06/10/07:30,8.081939,7.1618237774358935,-0.9201152225641068
2019/06/10/00:00,2019/06/10/07:45,5.916144,6.413243020728755,0.4970990207287551
2019/06/10/00:00,2019/06/10/08:00,3.829863,3.881510779380325,0.0516477793803251
2019/06/10/00:00,2019/06/10/08:15,5.054589,5.252312789192726,0.1977237891927261
2019/06/10/00:00,2019/06/10/08:30,5.056511,4.613976089174119,-0.4425349108258816
2019/06/10/00:00,2019/06/10/08:45,4.474028,4.0265573916401705,-0.4474706083598292
2019/06/10/00:00,2019/06/10/09:00,3.1495580000000003,3.4314978125993094,0.2819398125993091
2019/06/10/00:00,2019/06/10/09:15,3.17355,2.7591467256194977,-0.4144032743805024
2019/06/10/00:00,2019/06/10/09:30,2.47161,2.286748973259896,-0.184861026740104
2019/06/10/00:00,2019/06/10/09:45,1.984591,1.9785431939698737,-0.0060478060301263
2019/06/10/00:00,2019/06/10/10:00,1.155885,1.529547910519268,0.3736629105192679
2019/06/10/00:00,2019/06/10/10:15,0.764862,0.6881917398313525,-0.0766702601686475
2019/06/10/00:00,2019/06/10/10:30,0.52887,0.6818690992884745,0.1529990992884745
2019/06/10/00:00,2019/06/10/10:45,0.3524469999999999,0.3645500034488108,0.0121030034488109
2019/06/10/00:00,2019/06/10/11:00,0.3048099999999999,0.0,-0.3048099999999999
2019/06/10/00:00,2019/06/10/11:15,0.172579,0.0,-0.172579
2019/06/10/00:00,2019/06/10/11:30,0.025798,0.0,-0.025798
2019/06/10/00:00,2019/06/10/11:45,0.0,0.0,0.0
2019/06/10/00:00,2019/06/10/12:00,0.0,0.0,0.0
2019/06/10/00:00,2019/06/10/12:15,0.0,0.0,0.0
2019/06/10/00:00,2019/06/10/12:30,0.0,0.0,0.0
2019/06/10/00:00,2019/06/10/12:45,0.0,0.0,0.0
2019/06/10/00:00,2019/06/10/13:00,0.0,0.0,0.0
2019/06/10/00:00,2019/06/10/13:15,0.0,0.0,0.0
2019/06/10/00:00,2019/06/10/13:30,0.0,0.0,0.0
2019/06/10/00:00,2019/06/10/13:45,0.0,0.0,0.0
2019/06/10/00:00,2019/06/10/14:00,0.0,0.0,0.0
2019/06/10/00:00,2019/06/10/14:15,0.0,0.0,0.0
2019/06/10/00:00,2019/06/10/14:30,0.0,0.0,0.0
2019/06/10/00:00,2019/06/10/14:45,0.0,0.0,0.0
2019/06/10/00:00,2019/06/10/15:00,0.0,0.0,0.0
2019/06/10/00:00,2019/06/10/15:15,0.0,0.0,0.0
2019/06/10/00:00,2019/06/10/15:30,0.0,0.0,0.0
2019/06/10/00:00,2019/06/10/15:45,0.0,0.0,0.0
2019/06/10/00:00,2019/06/10/16:00,0.0,0.0,0.0
2019/06/10/00:00,2019/06/10/16:15,0.0,0.0,0.0
2019/06/10/00:00,2019/06/10/16:30,0.0,0.0,0.0
2019/06/10/00:00,2019/06/10/16:45,0.0,0.0,0.0
2019/06/10/00:00,2019/06/10/17:00,0.0,0.0,0.0
2019/06/10/00:00,2019/06/10/17:15,0.0,0.0,0.0
2019/06/10/00:00,2019/06/10/17:30,0.0,0.0,0.0
2019/06/10/00:00,2019/06/10/17:45,0.0,0.0,0.0
2019/06/10/00:00,2019/06/10/18:00,0.0,0.0,0.0
2019/06/10/00:00,2019/06/10/18:15,0.0,0.0,0.0
2019/06/10/00:00,2019/06/10/18:30,0.0,0.0,0.0
2019/06/10/00:00,2019/06/10/18:45,0.0,0.0,0.0
2019/06/10/00:00,2019/06/10/19:00,0.0,0.0,0.0
2019/06/10/00:00,2019/06/10/19:15,0.0,0.0,0.0
2019/06/10/00:00,2019/06/10/19:30,0.0,0.0,0.0
2019/06/10/00:00,2019/06/10/19:45,0.0,0.0,0.0
2019/06/10/00:00,2019/06/10/20:00,0.0,0.0,0.0
2019/06/10/00:00,2019/06/10/20:15,0.0,0.0,0.0
2019/06/10/00:00,2019/06/10/20:30,0.0,0.0,0.0
2019/06/10/00:00,2019/06/10/20:45,0.0,0.0,0.0
2019/06/10/00:00,2019/06/10/21:00,0.0,0.0,0.0
2019/06/10/00:00,2019/06/10/21:15,0.063121,0.0,-0.063121
2019/06/10/00:00,2019/06/10/21:30,0.208271,0.0,-0.208271
2019/06/10/00:00,2019/06/10/21:45,0.378745,0.0,-0.378745
2019/06/10/00:00,2019/06/10/22:00,0.542431,0.5422904310055783,-0.0001405689944217
2019/06/10/00:00,2019/06/10/22:15,0.719119,0.7123979800021013,-0.0067210199978986
2019/06/10/00:00,2019/06/10/22:30,0.997571,0.9739304567400368,-0.0236405432599631
2019/06/10/00:00,2019/06/10/22:45,1.397826,1.487909765656165,0.090083765656165
2019/06/10/00:00,2019/06/10/23:00,1.904224,2.272982880453749,0.3687588804537489
2019/06/10/00:00,2019/06/10/23:15,2.514103,2.5107484756143057,-0.0033545243856942
2019/06/10/00:00,2019/06/10/23:30,3.181632,3.096433446462596,-0.085198553537404
2019/06/10/00:00,2019/06/10/23:45,3.87727,3.823066308315273,-0.054203691684727
2019/06/11/00:00,2019/06/11/00:00,4.565745,5.159316510797852,0.5935715107978519
2019/06/11/00:00,2019/06/11/00:15,5.282845,4.356643197071675,-0.9262018029283254
2019/06/11/00:00,2019/06/11/00:30,5.970801,6.142998712953725,0.1721977129537251
2019/06/11/00:00,2019/06/11/00:45,6.597028,7.061887912181348,0.4648599121813479
2019/06/11/00:00,2019/06/11/01:00,7.274694999999999,6.549259456885638,-0.7254355431143606
2019/06/11/00:00,2019/06/11/01:15,7.847413,9.25970144262892,1.4122884426289195
2019/06/11/00:00,2019/06/11/01:30,8.27397035,8.36692409728979,0.0929537472897887
2019/06/11/00:00,2019/06/11/01:45,8.27397035,7.774816317671444,-0.4991540323285566
2019/06/11/00:00,2019/06/11/02:00,8.27397035,8.806709186899166,0.5327388368991652
2019/06/11/00:00,2019/06/11/02:15,8.27397035,7.993791991660753,-0.2801783583392474
2019/06/11/00:00,2019/06/11/02:30,8.27397035,8.622232738848057,0.348262388848056
2019/06/11/00:00,2019/06/11/02:45,8.27397035,8.204508493833645,-0.069461856166356
2019/06/11/00:00,2019/06/11/03:00,8.27397035,8.231461303045542,-0.0425090469544588
2019/06/11/00:00,2019/06/11/03:15,8.27397035,8.181339811349625,-0.0926305386503756
2019/06/11/00:00,2019/06/11/03:30,8.27397035,8.093087707938315,-0.180882642061686
2019/06/11/00:00,2019/06/11/03:45,8.27397035,8.471569954943075,0.1975996049430737
2019/06/11/00:00,2019/06/11/04:00,8.27397035,8.622030715281696,0.3480603652816949
2019/06/11/00:00,2019/06/11/04:15,8.27397035,8.051142185007558,-0.2228281649924426
2019/06/11/00:00,2019/06/11/04:30,8.27397035,8.1543350258212,-0.1196353241787999
2019/06/11/00:00,2019/06/11/04:45,8.27397035,7.765433562461293,-0.5085367875387075
2019/06/11/00:00,2019/06/11/05:00,8.27397035,8.322616872760737,0.0486465227607357
2019/06/11/00:00,2019/06/11/05:15,8.27397035,7.154708682019852,-1.1192616679801484
2019/06/11/00:00,2019/06/11/05:30,8.27397035,8.466376879309452,0.1924065293094514
2019/06/11/00:00,2019/06/11/05:45,8.27397035,7.837212337113658,-0.4367580128863428
2019/06/11/00:00,2019/06/11/06:00,8.27397035,8.387101889491626,0.1131315394916256
2019/06/11/00:00,2019/06/11/06:15,8.27397035,8.049566278063558,-0.2244040719364424
2019/06/11/00:00,2019/06/11/06:30,8.27397035,8.379838806317826,0.1058684563178253
2019/06/11/00:00,2019/06/11/06:45,7.790361,7.002564053237696,-0.7877969467623043
2019/06/11/00:00,2019/06/11/07:00,8.166851,7.585588872761687,-0.581262127238312
2019/06/11/00:00,2019/06/11/07:15,7.621266,7.470670672909613,-0.1505953270903868
2019/06/11/00:00,2019/06/11/07:30,7.096176,7.0635589964973695,-0.0326170035026303
2019/06/11/00:00,2019/06/11/07:45,6.592767,6.076922271416138,-0.5158447285838621
2019/06/11/00:00,2019/06/11/08:00,5.82469,6.064317023375339,0.2396270233753386
2019/06/11/00:00,2019/06/11/08:15,5.128026,5.388361692992175,0.2603356929921752
2019/06/11/00:00,2019/06/11/08:30,4.529499,4.106220059189973,-0.423278940810027
2019/06/11/00:00,2019/06/11/08:45,4.185876,3.8177221166650015,-0.3681538833349989
2019/06/11/00:00,2019/06/11/09:00,3.494156,3.625801428707943,0.1316454287079431
2019/06/11/00:00,2019/06/11/09:15,2.362644,2.6282240044341068,0.2655800044341068
2019/06/11/00:00,2019/06/11/09:30,2.258576,2.9836789839470748,0.7251029839470746
2019/06/11/00:00,2019/06/11/09:45,1.4088,1.3353527690196274,-0.0734472309803726
2019/06/11/00:00,2019/06/11/10:00,1.1737030000000002,1.3172110184142152,0.143508018414215
2019/06/11/00:00,2019/06/11/10:15,0.773497,0.7151292894376152,-0.0583677105623847
2019/06/11/00:00,2019/06/11/10:30,0.568168,0.6303676488668046,0.0621996488668046
2019/06/11/00:00,2019/06/11/10:45,0.301185,0.3131165126401671,0.0119315126401671
2019/06/11/00:00,2019/06/11/11:00,0.15338,0.0,-0.15338
2019/06/11/00:00,2019/06/11/11:15,0.020457,0.0,-0.020457
2019/06/11/00:00,2019/06/11/11:30,0.0,0.0,0.0
2019/06/11/00:00,2019/06/11/11:45,0.0,0.0,0.0
2019/06/11/00:00,2019/06/11/12:00,0.0,0.0,0.0
2019/06/11/00:00,2019/06/11/12:15,0.0,0.0,0.0
2019/06/11/00:00,2019/06/11/12:30,0.0,0.0,0.0
2019/06/11/00:00,2019/06/11/12:45,0.0,0.0,0.0
2019/06/11/00:00,2019/06/11/13:00,0.0,0.0,0.0
2019/06/11/00:00,2019/06/11/13:15,0.0,0.0,0.0
2019/06/11/00:00,2019/06/11/13:30,0.0,0.0,0.0
2019/06/11/00:00,2019/06/11/13:45,0.0,0.0,0.0
2019/06/11/00:00,2019/06/11/14:00,0.0,0.0,0.0
2019/06/11/00:00,2019/06/11/14:15,0.0,0.0,0.0
2019/06/11/00:00,2019/06/11/14:30,0.0,0.0,0.0
2019/06/11/00:00,2019/06/11/14:45,0.0,0.0,0.0
2019/06/11/00:00,2019/06/11/15:00,0.0,0.0,0.0
2019/06/11/00:00,2019/06/11/15:15,0.0,0.0,0.0
2019/06/11/00:00,2019/06/11/15:30,0.0,0.0,0.0
2019/06/11/00:00,2019/06/11/15:45,0.0,0.0,0.0
2019/06/11/00:00,2019/06/11/16:00,0.0,0.0,0.0
2019/06/11/00:00,2019/06/11/16:15,0.0,0.0,0.0
2019/06/11/00:00,2019/06/11/16:30,0.0,0.0,0.0
2019/06/11/00:00,2019/06/11/16:45,0.0,0.0,0.0
2019/06/11/00:00,2019/06/11/17:00,0.0,0.0,0.0
2019/06/11/00:00,2019/06/11/17:15,0.0,0.0,0.0
2019/06/11/00:00,2019/06/11/17:30,0.0,0.0,0.0
2019/06/11/00:00,2019/06/11/17:45,0.0,0.0,0.0
2019/06/11/00:00,2019/06/11/18:00,0.0,0.0,0.0
2019/06/11/00:00,2019/06/11/18:15,0.0,0.0,0.0
2019/06/11/00:00,2019/06/11/18:30,0.0,0.0,0.0
2019/06/11/00:00,2019/06/11/18:45,0.0,0.0,0.0
2019/06/11/00:00,2019/06/11/19:00,0.0,0.0,0.0
2019/06/11/00:00,2019/06/11/19:15,0.0,0.0,0.0
2019/06/11/00:00,2019/06/11/19:30,0.0,0.0,0.0
2019/06/11/00:00,2019/06/11/19:45,0.0,0.0,0.0
2019/06/11/00:00,2019/06/11/20:00,0.0,0.0,0.0
2019/06/11/00:00,2019/06/11/20:15,0.0,0.0,0.0
2019/06/11/00:00,2019/06/11/20:30,0.0,0.0,0.0
2019/06/11/00:00,2019/06/11/20:45,0.0,0.0,0.0
2019/06/11/00:00,2019/06/11/21:00,0.0,0.0,0.0
2019/06/11/00:00,2019/06/11/21:15,0.03997,0.0,-0.03997
2019/06/11/00:00,2019/06/11/21:30,0.092066,0.0,-0.092066
2019/06/11/00:00,2019/06/11/21:45,0.1484339999999999,0.0,-0.1484339999999999
2019/06/11/00:00,2019/06/11/22:00,0.306302,0.2556314320281465,-0.0506705679718534
2019/06/11/00:00,2019/06/11/22:15,0.542801,0.4804219751566165,-0.0623790248433834
2019/06/11/00:00,2019/06/11/22:30,0.8687739999999999,0.9502881929126024,0.0815141929126024
2019/06/11/00:00,2019/06/11/22:45,1.392769,1.4728299177652004,0.0800609177652005
2019/06/11/00:00,2019/06/11/23:00,1.892122,1.787005617911285,-0.1051163820887151
2019/06/11/00:00,2019/06/11/23:15,2.319114,2.702821409444905,0.3837074094449049
2019/06/11/00:00,2019/06/11/23:30,2.60638,2.1429589167344,-0.4634210832656005
2019/06/11/00:00,2019/06/11/23:45,2.288009,2.371016391349111,0.0830073913491107
2019/06/12/00:00,2019/06/12/00:00,3.610071,3.4260651596871066,-0.1840058403128934
2019/06/12/00:00,2019/06/12/00:15,4.427025,4.496022642247571,0.0689976422475702
2019/06/12/00:00,2019/06/12/00:30,5.127668,4.851253519438359,-0.2764144805616411
2019/06/12/00:00,2019/06/12/00:45,5.511394999999999,6.017589575262657,0.5061945752626578
2019/06/12/00:00,2019/06/12/01:00,6.46109,6.093822988431242,-0.3672670115687584
2019/06/12/00:00,2019/06/12/01:15,7.114692,6.330250773113465,-0.7844412268865346
2019/06/12/00:00,2019/06/12/01:30,7.433561999999999,7.085216069292299,-0.3483459307077003
2019/06/12/00:00,2019/06/12/01:45,7.551116,7.343043917030692,-0.2080720829693083
2019/06/12/00:00,2019/06/12/02:00,7.925719,6.970709453346853,-0.9550095466531472
2019/06/12/00:00,2019/06/12/02:15,8.27397035,7.6931930326922515,-0.5807773173077493
2019/06/12/00:00,2019/06/12/02:30,6.935655000000001,6.792028524733837,-0.1436264752661635
2019/06/12/00:00,2019/06/12/02:45,8.27397035,8.094450947928674,-0.1795194020713264
2019/06/12/00:00,2019/06/12/03:00,8.27397035,7.976372041802295,-0.2975983081977054
2019/06/12/00:00,2019/06/12/03:15,8.27397035,8.672095009964728,0.3981246599647274
2019/06/12/00:00,2019/06/12/03:30,8.27397035,7.099899431427426,-1.1740709185725748
2019/06/12/00:00,2019/06/12/03:45,8.27397035,8.53590788547301,0.2619375354730096
2019/06/12/00:00,2019/06/12/04:00,8.27397035,8.304165073264548,0.0301947232645467
2019/06/12/00:00,2019/06/12/04:15,8.27397035,8.048438890867398,-0.2255314591326023
2019/06/12/00:00,2019/06/12/04:30,8.27397035,8.199831465947783,-0.0741388840522176
2019/06/12/00:00,2019/06/12/04:45,8.27397035,8.585152969575079,0.311182619575078
2019/06/12/00:00,2019/06/12/05:00,8.27397035,8.123215450766562,-0.1507548992334388
2019/06/12/00:00,2019/06/12/05:15,8.27397035,8.032255389078365,-0.2417149609216355
2019/06/12/00:00,2019/06/12/05:30,8.188400999999999,7.210515191017312,-0.9778858089826868
2019/06/12/00:00,2019/06/12/05:45,4.815876,5.614602509961026,0.7987265099610257
2019/06/12/00:00,2019/06/12/06:00,5.151413,5.747318509565636,0.595905509565636
2019/06/12/00:00,2019/06/12/06:15,4.53753,4.77482908453825,0.2372990845382494
2019/06/12/00:00,2019/06/12/06:30,3.61594,3.834546259141001,0.2186062591410009
2019/06/12/00:00,2019/06/12/06:45,3.009979,3.1391274713615225,0.1291484713615225
2019/06/12/00:00,2019/06/12/07:00,2.806709,3.265853827726318,0.4591448277263179
2019/06/12/00:00,2019/06/12/07:15,2.776116,2.836281242761898,0.0601652427618986
2019/06/12/00:00,2019/06/12/07:30,2.648643,2.691492673222519,0.0428496732225189
2019/06/12/00:00,2019/06/12/07:45,2.877367,2.883213628470436,0.0058466284704361
2019/06/12/00:00,2019/06/12/08:00,2.844146,2.7651580506027567,-0.0789879493972431
2019/06/12/00:00,2019/06/12/08:15,2.26557,2.3102767563928066,0.0447067563928067
2019/06/12/00:00,2019/06/12/08:30,2.0805830000000003,2.1647895780308524,0.084206578030852
2019/06/12/00:00,2019/06/12/08:45,1.805584,2.076764489482392,0.2711804894823917
2019/06/12/00:00,2019/06/12/09:00,1.475743,1.5587717262019716,0.0830287262019715
2019/06/12/00:00,2019/06/12/09:15,1.088525,1.0490593008348603,-0.0394656991651394
2019/06/12/00:00,2019/06/12/09:30,0.5951310000000001,0.6811006198891647,0.0859696198891646
2019/06/12/00:00,2019/06/12/09:45,0.55793,0.4925925272344543,-0.0653374727655457
2019/06/12/00:00,2019/06/12/10:00,0.5454939999999999,0.607774614287507,0.062280614287507
2019/06/12/00:00,2019/06/12/10:15,0.385877,0.4748334410605134,0.0889564410605134
2019/06/12/00:00,2019/06/12/10:30,0.213301,0.2125153734670783,-0.0007856265329216
2019/06/12/00:00,2019/06/12/10:45,0.130608,0.1499051121460103,0.0192971121460103
2019/06/12/00:00,2019/06/12/11:00,0.054863,0.0,-0.054863
2019/06/12/00:00,2019/06/12/11:15,0.0,0.0,0.0
2019/06/12/00:00,2019/06/12/11:30,0.0,0.0,0.0
2019/06/12/00:00,2019/06/12/11:45,0.0,0.0,0.0
2019/06/12/00:00,2019/06/12/12:00,0.0,0.0,0.0
2019/06/12/00:00,2019/06/12/12:15,0.0,0.0,0.0
2019/06/12/00:00,2019/06/12/12:30,0.0,0.0,0.0
2019/06/12/00:00,2019/06/12/12:45,0.0,0.0,0.0
2019/06/12/00:00,2019/06/12/13:00,0.0,0.0,0.0
2019/06/12/00:00,2019/06/12/13:15,0.0,0.0,0.0
2019/06/12/00:00,2019/06/12/13:30,0.0,0.0,0.0
2019/06/12/00:00,2019/06/12/13:45,0.0,0.0,0.0
2019/06/12/00:00,2019/06/12/14:00,0.0,0.0,0.0
2019/06/12/00:00,2019/06/12/14:15,0.0,0.0,0.0
2019/06/12/00:00,2019/06/12/14:30,0.0,0.0,0.0
2019/06/12/00:00,2019/06/12/14:45,0.0,0.0,0.0
2019/06/12/00:00,2019/06/12/15:00,0.0,0.0,0.0
2019/06/12/00:00,2019/06/12/15:15,0.0,0.0,0.0
2019/06/12/00:00,2019/06/12/15:30,0.0,0.0,0.0
2019/06/12/00:00,2019/06/12/15:45,0.0,0.0,0.0
2019/06/12/00:00,2019/06/12/16:00,0.0,0.0,0.0
2019/06/12/00:00,2019/06/12/16:15,0.0,0.0,0.0
2019/06/12/00:00,2019/06/12/16:30,0.0,0.0,0.0
2019/06/12/00:00,2019/06/12/16:45,0.0,0.0,0.0
2019/06/12/00:00,2019/06/12/17:00,0.0,0.0,0.0
2019/06/12/00:00,2019/06/12/17:15,0.0,0.0,0.0
2019/06/12/00:00,2019/06/12/17:30,0.0,0.0,0.0
2019/06/12/00:00,2019/06/12/17:45,0.0,0.0,0.0
2019/06/12/00:00,2019/06/12/18:00,0.0,0.0,0.0
2019/06/12/00:00,2019/06/12/18:15,0.0,0.0,0.0
2019/06/12/00:00,2019/06/12/18:30,0.0,0.0,0.0
2019/06/12/00:00,2019/06/12/18:45,0.0,0.0,0.0
2019/06/12/00:00,2019/06/12/19:00,0.0,0.0,0.0
2019/06/12/00:00,2019/06/12/19:15,0.0,0.0,0.0
2019/06/12/00:00,2019/06/12/19:30,0.0,0.0,0.0
2019/06/12/00:00,2019/06/12/19:45,0.0,0.0,0.0
2019/06/12/00:00,2019/06/12/20:00,0.0,0.0,0.0
2019/06/12/00:00,2019/06/12/20:15,0.0,0.0,0.0
2019/06/12/00:00,2019/06/12/20:30,0.0,0.0,0.0
2019/06/12/00:00,2019/06/12/20:45,0.0,0.0,0.0
2019/06/12/00:00,2019/06/12/21:00,0.0,0.0,0.0
2019/06/12/00:00,2019/06/12/21:15,0.009095,0.0,-0.009095
2019/06/12/00:00,2019/06/12/21:30,0.165471,0.0,-0.165471
2019/06/12/00:00,2019/06/12/21:45,0.343498,0.0,-0.343498
2019/06/12/00:00,2019/06/12/22:00,0.5243760000000001,0.4797287607781668,-0.0446472392218332
2019/06/12/00:00,2019/06/12/22:15,0.64957,0.6061778001637642,-0.0433921998362357
2019/06/12/00:00,2019/06/12/22:30,0.920719,1.1018125888734331,0.1810935888734332
2019/06/12/00:00,2019/06/12/22:45,1.031552,0.90514776556624,-0.1264042344337601
2019/06/12/00:00,2019/06/12/23:00,0.817333,0.9956065815735295,0.1782735815735296
2019/06/12/00:00,2019/06/12/23:15,1.101181,1.2388843289779248,0.1377033289779248
2019/06/12/00:00,2019/06/12/23:30,1.497078,1.3380215961289887,-0.1590564038710111
2019/06/12/00:00,2019/06/12/23:45,1.337979,1.4905503896200678,0.1525713896200677
2019/06/13/00:00,2019/06/13/00:00,1.579937,1.4959761886342269,-0.083960811365773
2019/06/13/00:00,2019/06/13/00:15,2.016853,1.943742186965032,-0.0731108130349678
2019/06/13/00:00,2019/06/13/00:30,1.65952,1.748335943587035,0.0888159435870348
2019/06/13/00:00,2019/06/13/00:45,1.540576,1.5549054842549523,0.0143294842549523
2019/06/13/00:00,2019/06/13/01:00,2.005118,2.431128317557954,0.4260103175579539
2019/06/13/00:00,2019/06/13/01:15,4.502576,4.346053497365138,-0.1565225026348624
2019/06/13/00:00,2019/06/13/01:30,4.665906,4.924155292539354,0.2582492925393547
2019/06/13/00:00,2019/06/13/01:45,3.412052,0.6075897347090926,-2.8044622652909075
2019/06/13/00:00,2019/06/13/02:00,1.832505,0.2952579580107323,-1.537247041989268
2019/06/13/00:00,2019/06/13/02:15,1.562098,1.5103990521496884,-0.0516989478503115
2019/06/13/00:00,2019/06/13/02:30,1.767082,1.769221901900955,0.0021399019009549
2019/06/13/00:00,2019/06/13/02:45,1.968283,1.9590411983028508,-0.0092418016971491
2019/06/13/00:00,2019/06/13/03:00,1.820242,1.8446147273807996,0.0243727273807994
2019/06/13/00:00,2019/06/13/03:15,2.590168,2.5353201744927434,-0.0548478255072564
2019/06/13/00:00,2019/06/13/03:30,2.533445,2.6422182092002684,0.1087732092002684
2019/06/13/00:00,2019/06/13/03:45,4.253208,4.213980477589868,-0.0392275224101323
2019/06/13/00:00,2019/06/13/04:00,8.27397035,7.80197575129586,-0.4719945987041409
2019/06/13/00:00,2019/06/13/04:15,5.828299,3.87264184447937,-1.9556571555206297
2019/06/13/00:00,2019/06/13/04:30,2.764173,3.558940769517464,0.7947677695174638
2019/06/13/00:00,2019/06/13/04:45,3.556292,5.77800789615292,2.2217158961529195
2019/06/13/00:00,2019/06/13/05:00,5.041039,4.699881798127832,-0.3411572018721678
2019/06/13/00:00,2019/06/13/05:15,6.527668,6.851563897107344,0.3238958971073433
2019/06/13/00:00,2019/06/13/05:30,3.160388,3.322203100472973,0.1618151004729733
2019/06/13/00:00,2019/06/13/05:45,4.151493,5.317289298465336,1.1657962984653354
2019/06/13/00:00,2019/06/13/06:00,8.27397035,7.415631581898704,-0.8583387681012971
2019/06/13/00:00,2019/06/13/06:15,4.491232,3.302441163496741,-1.1887908365032591
2019/06/13/00:00,2019/06/13/06:30,4.073664,4.5052567915814485,0.4315927915814486
2019/06/13/00:00,2019/06/13/06:45,2.641343,2.855409453148708,0.2140664531487082
2019/06/13/00:00,2019/06/13/07:00,1.483368,1.6768851414006003,0.1935171414006005
2019/06/13/00:00,2019/06/13/07:15,5.751939,3.700235467571318,-2.0517035324286823
2019/06/13/00:00,2019/06/13/07:30,3.602176,2.523148231324356,-1.0790277686756444
2019/06/13/00:00,2019/06/13/07:45,3.460386,3.519509824794488,0.0591238247944878
2019/06/13/00:00,2019/06/13/08:00,5.359904,5.171441233412839,-0.1884627665871612
2019/06/13/00:00,2019/06/13/08:15,2.367679,2.5117531802440456,0.1440741802440457
2019/06/13/00:00,2019/06/13/08:30,3.946942,4.20475673184722,0.2578147318472199
2019/06/13/00:00,2019/06/13/08:45,2.20332,2.526441670670682,0.3231216706706816
2019/06/13/00:00,2019/06/13/09:00,2.216814,2.1922733645900867,-0.0245406354099131
2019/06/13/00:00,2019/06/13/09:15,1.776894,2.007179145698516,0.2302851456985162
2019/06/13/00:00,2019/06/13/09:30,1.3224360000000002,1.265009792122955,-0.0574262078770451
2019/06/13/00:00,2019/06/13/09:45,1.7491990000000002,1.5807327166799876,-0.1684662833200125
2019/06/13/00:00,2019/06/13/10:00,1.499554,1.3548181542531923,-0.1447358457468075
2019/06/13/00:00,2019/06/13/10:15,1.359003,1.3099304911571974,-0.0490725088428025
2019/06/13/00:00,2019/06/13/10:30,0.769178,0.8657806116332997,0.0966026116332996
2019/06/13/00:00,2019/06/13/10:45,0.470452,0.4349561420789202,-0.0354958579210797
2019/06/13/00:00,2019/06/13/11:00,0.344058,0.0,-0.344058
2019/06/13/00:00,2019/06/13/11:15,0.280699,0.0,-0.280699
2019/06/13/00:00,2019/06/13/11:30,0.087038,0.0,-0.087038
2019/06/13/00:00,2019/06/13/11:45,0.0,0.0,0.0
2019/06/13/00:00,2019/06/13/12:00,0.0,0.0,0.0
2019/06/13/00:00,2019/06/13/12:15,0.0,0.0,0.0
2019/06/13/00:00,2019/06/13/12:30,0.0,0.0,0.0
2019/06/13/00:00,2019/06/13/12:45,0.0,0.0,0.0
2019/06/13/00:00,2019/06/13/13:00,0.0,0.0,0.0
2019/06/13/00:00,2019/06/13/13:15,0.0,0.0,0.0
2019/06/13/00:00,2019/06/13/13:30,0.0,0.0,0.0
2019/06/13/00:00,2019/06/13/13:45,0.0,0.0,0.0
2019/06/13/00:00,2019/06/13/14:00,0.0,0.0,0.0
2019/06/13/00:00,2019/06/13/14:15,0.0,0.0,0.0
2019/06/13/00:00,2019/06/13/14:30,0.0,0.0,0.0
2019/06/13/00:00,2019/06/13/14:45,0.0,0.0,0.0
2019/06/13/00:00,2019/06/13/15:00,0.0,0.0,0.0
2019/06/13/00:00,2019/06/13/15:15,0.0,0.0,0.0
2019/06/13/00:00,2019/06/13/15:30,0.0,0.0,0.0
2019/06/13/00:00,2019/06/13/15:45,0.0,0.0,0.0
