forecast_time,predicted_power,start_time
2023/2/26 21:00,0,2023/2/21
2023/2/26 21:15,0,2023/2/21
2023/2/26 21:30,0,2023/2/21
2023/2/26 21:45,0,2023/2/21
2023/2/26 22:00,0.007988314,2023/2/21
2023/2/26 22:15,0.023890861,2023/2/21
2023/2/26 22:30,0,2023/2/21
2023/2/26 22:45,0,2023/2/21
2023/2/26 23:00,0.277656536,2023/2/21
2023/2/26 23:15,0.287793889,2023/2/21
2023/2/26 23:30,0.42539111,2023/2/21
2023/2/26 23:45,0.353684199,2023/2/21
2023/2/27 0:00,0.789036986,2023/2/21
2023/2/27 0:15,1.232704863,2023/2/21
2023/2/27 0:30,0.720996247,2023/2/21
2023/2/27 0:45,0.807357901,2023/2/21
2023/2/27 1:00,2.357927602,2023/2/21
2023/2/27 1:15,2.070784669,2023/2/21
2023/2/27 1:30,1.222411141,2023/2/21
2023/2/27 1:45,2.193088479,2023/2/21
2023/2/27 2:00,2.436734091,2023/2/21
2023/2/27 2:15,2.419772523,2023/2/21
2023/2/27 2:30,2.81805753,2023/2/21
2023/2/27 2:45,1.916027154,2023/2/21
2023/2/27 3:00,2.315404139,2023/2/21
2023/2/27 3:15,2.170428814,2023/2/21
2023/2/27 3:30,2.078431268,2023/2/21
2023/2/27 3:45,2.063328763,2023/2/21
2023/2/27 4:00,2.382895818,2023/2/21
2023/2/27 4:15,2.657150757,2023/2/21
2023/2/27 4:30,2.769366184,2023/2/21
2023/2/27 4:45,3.164777071,2023/2/21
2023/2/27 5:00,2.059409411,2023/2/21
2023/2/27 5:15,2.333809116,2023/2/21
2023/2/27 5:30,2.808726898,2023/2/21
2023/2/27 5:45,2.599754158,2023/2/21
2023/2/27 6:00,1.776024825,2023/2/21
2023/2/27 6:15,2.66746736,2023/2/21
2023/2/27 6:30,1.89740601,2023/2/21
2023/2/27 6:45,1.760934523,2023/2/21
2023/2/27 7:00,1.509208071,2023/2/21
2023/2/27 7:15,1.610407062,2023/2/21
2023/2/27 7:30,1.657773722,2023/2/21
2023/2/27 7:45,1.83370396,2023/2/21
2023/2/27 8:00,0.957472316,2023/2/21
2023/2/27 8:15,1.073372195,2023/2/21
2023/2/27 8:30,1.047481356,2023/2/21
2023/2/27 8:45,0.945178545,2023/2/21
2023/2/27 9:00,0.299011613,2023/2/21
2023/2/27 9:15,0.353661171,2023/2/21
2023/2/27 9:30,0.382278409,2023/2/21
2023/2/27 9:45,0.356564029,2023/2/21
2023/2/27 10:00,0.046206756,2023/2/21
2023/2/27 10:15,0,2023/2/21
2023/2/27 10:30,0.023130524,2023/2/21
2023/2/27 10:45,0,2023/2/21
2023/2/27 11:00,0,2023/2/21
2023/2/27 11:15,0,2023/2/21
2023/2/27 11:30,0,2023/2/21
2023/2/27 11:45,0,2023/2/21
2023/2/27 12:00,0,2023/2/21
2023/2/27 12:15,0,2023/2/21
2023/2/27 12:30,0,2023/2/21
2023/2/27 12:45,0,2023/2/21
